filepath,class_name,label_idx,crop_name,disease_name,is_healthy,crop_idx
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Early_blight\bb2586ff-9676-4100-89f7-200d9ce5ecd6___RS_Erly.B 9386.JPG,Tomato___Early_blight,29,Tomato,Early Blight,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Corn_(maize)___healthy\9ae59070-5406-477c-b806-028e83e60cb0___R.S_HL 8234 copy.jpg,Corn_(maize)___healthy,10,Corn (Maize),Healthy,True,3
"D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Pepper,_bell___Bacterial_spot\9435d4a5-e198-4c46-8a90-a888cb2e7267___JR_B.Spot 3316.JPG","Pepper,_bell___Bacterial_spot",18,"Pepper, Bell",Bacterial Spot,False,7
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Cherry_(including_sour)___healthy\37aa9cca-5c9e-4fd7-b668-c4df93c26b17___JR_HL 9720.JPG,Cherry_(including_sour)___healthy,6,Cherry (Including Sour),Healthy,True,2
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Corn_(maize)___Common_rust_\RS_Rust 2137.JPG,Corn_(maize)___Common_rust_,8,Corn (Maize),Common Rust,False,3
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Tomato_mosaic_virus\57b10f20-7819-40b1-924c-b484c42c515f___PSU_CG 2356.JPG,Tomato___Tomato_mosaic_virus,36,Tomato,Tomato Mosaic Virus,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Spider_mites Two-spotted_spider_mite\684c3666-4ff9-4b23-a54f-aed12dc41aee___Com.G_SpM_FL 8539.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33,Tomato,Spider Mites Two-Spotted Spider Mite,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Blueberry___healthy\648dd675-b63d-44ea-897a-c57736deb447___RS_HL 5267.JPG,Blueberry___healthy,4,Blueberry,Healthy,True,1
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Grape___Black_rot\82557506-a1bd-48eb-af05-af9271673fd2___FAM_B.Rot 3480.JPG,Grape___Black_rot,11,Grape,Black Rot,False,4
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Potato___healthy\de9a8669-d437-40f0-aa56-fe2d8276a1e0___RS_HL 1910.JPG,Potato___healthy,22,Potato,Healthy,True,8
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Cherry_(including_sour)___Powdery_mildew\aab15e82-2539-4798-a755-be6442a96f83___FREC_Pwd.M 0529.JPG,Cherry_(including_sour)___Powdery_mildew,5,Cherry (Including Sour),Powdery Mildew,False,2
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Raspberry___healthy\a2a60055-0788-42e6-9ab5-b234c1739ebb___Mary_HL 9298.JPG,Raspberry___healthy,23,Raspberry,Healthy,True,9
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Raspberry___healthy\0c656dec-85e0-44cb-865c-d5b56e851160___Mary_HL 6236.JPG,Raspberry___healthy,23,Raspberry,Healthy,True,9
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Orange___Haunglongbing_(Citrus_greening)\58442d72-5560-4b2d-8e3e-7b8121e6fecb___CREC_HLB 4356.JPG,Orange___Haunglongbing_(Citrus_greening),15,Orange,Haunglongbing (Citrus Greening),False,5
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Apple___Black_rot\94ef739e-57a7-4f97-be8e-6ba2cfd16780___JR_FrgE.S 8664.JPG,Apple___Black_rot,1,Apple,Black Rot,False,0
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Grape___Black_rot\dfc2243f-ab60-456a-99f4-4eeafccad262___FAM_B.Rot 0659.JPG,Grape___Black_rot,11,Grape,Black Rot,False,4
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___healthy\b89c8996-9a04-45fe-a517-97e23227881c___GH_HL Leaf 430.JPG,Tomato___healthy,37,Tomato,Healthy,True,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Raspberry___healthy\59564e0d-f4ca-450f-adef-209cbfbec0ef___Mary_HL 9241.JPG,Raspberry___healthy,23,Raspberry,Healthy,True,9
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Grape___healthy\1180dbb8-4509-4f56-a5f6-15ceac163ff9___Mt.N.V_HL 8928.JPG,Grape___healthy,14,Grape,Healthy,True,4
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Raspberry___healthy\2f5293ed-9843-4c15-830e-94ea76b56c3a___Mary_HL 6368.JPG,Raspberry___healthy,23,Raspberry,Healthy,True,9
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Corn_(maize)___healthy\7cb008fd-2be4-415d-bc80-912dbf959aa4___R.S_HL 7884 copy.jpg,Corn_(maize)___healthy,10,Corn (Maize),Healthy,True,3
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Peach___Bacterial_spot\20266fb6-b0a2-4532-97ef-c19542d68dac___Rutg._Bact.S 1276.JPG,Peach___Bacterial_spot,16,Peach,Bacterial Spot,False,6
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Apple___healthy\b06260e3-9149-43c1-ab1d-2a592ee2b7fc___RS_HL 5825.JPG,Apple___healthy,3,Apple,Healthy,True,0
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Spider_mites Two-spotted_spider_mite\485a1c9a-979b-46a5-b5b7-9bfca42919f6___Com.G_SpM_FL 1409.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33,Tomato,Spider Mites Two-Spotted Spider Mite,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___healthy\1006c73b-19f8-4771-9fe5-3fc4908e8da3___RS_HL 0557.JPG,Tomato___healthy,37,Tomato,Healthy,True,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Corn_(maize)___healthy\753b1a00-7ef2-42dc-9475-c030958cb2bd___R.S_HL 7937 copy 2.jpg,Corn_(maize)___healthy,10,Corn (Maize),Healthy,True,3
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Strawberry___healthy\65880698-1582-43e9-86c4-3dfcea34ee8d___RS_HL 1654.JPG,Strawberry___healthy,27,Strawberry,Healthy,True,12
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Grape___healthy\55afb57b-04f7-437c-92ae-d2b859de5fc1___Mt.N.V_HL 8974.JPG,Grape___healthy,14,Grape,Healthy,True,4
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Squash___Powdery_mildew\3305e41c-2304-439e-9329-978a2d996acc___UMD_Powd.M 0254.JPG,Squash___Powdery_mildew,25,Squash,Powdery Mildew,False,11
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Corn_(maize)___healthy\220d849c-1a18-4743-bf5f-a570d2759818___R.S_HL 7911 copy.jpg,Corn_(maize)___healthy,10,Corn (Maize),Healthy,True,3
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Apple___Black_rot\f3ff804e-bca4-4a23-9af9-1f5b8c5c9980___JR_FrgE.S 3053.JPG,Apple___Black_rot,1,Apple,Black Rot,False,0
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Potato___healthy\1a1184f8-c414-4ead-a4c4-41ae78e29a82___RS_HL 1971.JPG,Potato___healthy,22,Potato,Healthy,True,8
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Cherry_(including_sour)___Powdery_mildew\e815da85-2217-4f25-8c16-e64ad69b6404___FREC_Pwd.M 0431.JPG,Cherry_(including_sour)___Powdery_mildew,5,Cherry (Including Sour),Powdery Mildew,False,2
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Apple___Cedar_apple_rust\81049e31-d2ea-4372-9865-c7f1479a513a___FREC_C.Rust 3833.JPG,Apple___Cedar_apple_rust,2,Apple,Cedar Apple Rust,False,0
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Leaf_Mold\c969f446-4098-43f5-a1ad-71b90d1078f6___Crnl_L.Mold 6615.JPG,Tomato___Leaf_Mold,31,Tomato,Leaf Mold,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\d9b6d600-26a3-4f19-9489-4d8be835782a___RS_GLSp 4425.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,7,Corn (Maize),Cercospora Leaf Spot Gray Leaf Spot,False,3
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Apple___Black_rot\fbd0bf3e-2260-4a97-be8a-af9cac60df7b___JR_FrgE.S 2807.JPG,Apple___Black_rot,1,Apple,Black Rot,False,0
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Tomato_mosaic_virus\0befa341-0db3-49f4-b4fc-beeb05854bff___PSU_CG 2338.JPG,Tomato___Tomato_mosaic_virus,36,Tomato,Tomato Mosaic Virus,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Apple___Apple_scab\41c30a63-9e26-4ced-8110-038a2e36b095___FREC_Scab 3298.JPG,Apple___Apple_scab,0,Apple,Apple Scab,False,0
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Grape___Esca_(Black_Measles)\667d723e-edf0-4e25-b574-c913393c7141___FAM_B.Msls 1193.JPG,Grape___Esca_(Black_Measles),12,Grape,Esca (Black Measles),False,4
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Grape___healthy\feb2cf1a-1903-4fb8-bc99-4b399346fef0___Mt.N.V_HL 6135.JPG,Grape___healthy,14,Grape,Healthy,True,4
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Grape___Black_rot\308ebcde-71d3-4ade-ba8c-1447def723a0___FAM_B.Rot 5045.JPG,Grape___Black_rot,11,Grape,Black Rot,False,4
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Squash___Powdery_mildew\571ef675-2965-4314-b6a1-93f680c595c1___UMD_Powd.M 0691.JPG,Squash___Powdery_mildew,25,Squash,Powdery Mildew,False,11
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Late_blight\366e33bd-7e1a-45b5-a473-374636bbcf02___GHLB2 Leaf 160.JPG,Tomato___Late_blight,30,Tomato,Late Blight,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Raspberry___healthy\21d0e467-fe38-46f5-939a-7855aaa57856___Mary_HL 9193.JPG,Raspberry___healthy,23,Raspberry,Healthy,True,9
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Orange___Haunglongbing_(Citrus_greening)\01d81d30-e85c-4b59-a849-240f3533b06e___CREC_HLB 4237.JPG,Orange___Haunglongbing_(Citrus_greening),15,Orange,Haunglongbing (Citrus Greening),False,5
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Early_blight\620df2cc-834d-48b9-b9a8-11da26395739___RS_Erly.B 9557.JPG,Tomato___Early_blight,29,Tomato,Early Blight,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Grape___Esca_(Black_Measles)\3ac5e3ba-b071-47da-b76b-992e4c3e8bea___FAM_B.Msls 4369.JPG,Grape___Esca_(Black_Measles),12,Grape,Esca (Black Measles),False,4
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Raspberry___healthy\169a1c11-b98f-448a-87b2-9ea98a5f6c39___Mary_HL 9135.JPG,Raspberry___healthy,23,Raspberry,Healthy,True,9
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Corn_(maize)___healthy\31d66378-9596-4743-89cc-17ea23bdf269___R.S_HL 5548 copy 3.jpg,Corn_(maize)___healthy,10,Corn (Maize),Healthy,True,3
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Target_Spot\b3201f15-9503-436f-889e-c71663ca0b2c___Com.G_TgS_FL 9691.JPG,Tomato___Target_Spot,34,Tomato,Target Spot,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Blueberry___healthy\4f71ab62-fa68-4288-8306-a26d30629ed7___RS_HL 2554.JPG,Blueberry___healthy,4,Blueberry,Healthy,True,1
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Early_blight\dc5fc62b-20c7-441b-bd70-aa24790302eb___RS_Erly.B 9510.JPG,Tomato___Early_blight,29,Tomato,Early Blight,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Potato___Late_blight\86944800-4984-44f9-9c72-53fcb7324a3b___RS_LB 4015.JPG,Potato___Late_blight,21,Potato,Late Blight,False,8
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Potato___Early_blight\b328c22c-c9c6-41fd-9bac-daf2f26143b1___RS_Early.B 6854.JPG,Potato___Early_blight,20,Potato,Early Blight,False,8
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Cherry_(including_sour)___healthy\a6562ee2-b37b-4734-9bf4-75da24f34bd1___JR_HL 4153.JPG,Cherry_(including_sour)___healthy,6,Cherry (Including Sour),Healthy,True,2
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Strawberry___Leaf_scorch\b882a8dc-1956-448f-890a-fd188b7cc194___RS_L.Scorch 1010.JPG,Strawberry___Leaf_scorch,26,Strawberry,Leaf Scorch,False,12
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Grape___Black_rot\fb819384-a48d-4615-becc-7d39d48477e5___FAM_B.Rot 0463.JPG,Grape___Black_rot,11,Grape,Black Rot,False,4
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Cherry_(including_sour)___Powdery_mildew\b712d3c4-fd19-4785-9282-4690a358de70___FREC_Pwd.M 4970.JPG,Cherry_(including_sour)___Powdery_mildew,5,Cherry (Including Sour),Powdery Mildew,False,2
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Corn_(maize)___Northern_Leaf_Blight\b9f34f6d-5d5f-4638-a2f0-d45ac2ea71c3___RS_NLB 3959.JPG,Corn_(maize)___Northern_Leaf_Blight,9,Corn (Maize),Northern Leaf Blight,False,3
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Grape___Black_rot\c7806f17-99c4-42b1-ab9a-efac3d37e51b___FAM_B.Rot 0752.JPG,Grape___Black_rot,11,Grape,Black Rot,False,4
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Apple___Apple_scab\ca37bd3e-47ec-415d-8012-81e4efcc6be5___FREC_Scab 2917.JPG,Apple___Apple_scab,0,Apple,Apple Scab,False,0
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Corn_(maize)___healthy\ed4e7959-4be3-4897-915d-4031532fb056___R.S_HL 8259 copy.jpg,Corn_(maize)___healthy,10,Corn (Maize),Healthy,True,3
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Target_Spot\d7e25967-6b1a-4f71-826a-1839300f53db___Com.G_TgS_FL 0810.JPG,Tomato___Target_Spot,34,Tomato,Target Spot,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Bacterial_spot\526959cc-f05a-46fb-8625-ed60fdac30cd___GCREC_Bact.Sp 3032.JPG,Tomato___Bacterial_spot,28,Tomato,Bacterial Spot,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___healthy\3f730857-e87b-4de0-bcbb-fdf0314e2250___GH_HL Leaf 245.1.JPG,Tomato___healthy,37,Tomato,Healthy,True,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Peach___Bacterial_spot\3010f447-8593-4a2d-b01b-8dfa5733ca06___Rut._Bact.S 0863.JPG,Peach___Bacterial_spot,16,Peach,Bacterial Spot,False,6
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Grape___Black_rot\6cd047c1-d4c4-4215-8e8a-d81c7f5a3669___FAM_B.Rot 0408.JPG,Grape___Black_rot,11,Grape,Black Rot,False,4
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Strawberry___Leaf_scorch\5fc91330-7005-4f57-9676-c57e653c8e12___RS_L.Scorch 1204.JPG,Strawberry___Leaf_scorch,26,Strawberry,Leaf Scorch,False,12
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Tomato_mosaic_virus\2f8c596f-15d8-4524-b527-8617329c1819___PSU_CG 2146.JPG,Tomato___Tomato_mosaic_virus,36,Tomato,Tomato Mosaic Virus,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Bacterial_spot\f332d822-2557-42ee-ba97-c62cafcc5c29___GCREC_Bact.Sp 3172.JPG,Tomato___Bacterial_spot,28,Tomato,Bacterial Spot,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Apple___Black_rot\7dd50c96-8c45-4a38-bb17-e382cd5a3578___JR_FrgE.S 2829.JPG,Apple___Black_rot,1,Apple,Black Rot,False,0
"D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Pepper,_bell___healthy\76d235a2-a493-41f8-b1a6-f0d610773c2b___JR_HL 7741.JPG","Pepper,_bell___healthy",19,"Pepper, Bell",Healthy,True,7
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Squash___Powdery_mildew\bb3cb6f7-eb4a-448a-b400-2b1a52358696___MD_Powd.M 0929.JPG,Squash___Powdery_mildew,25,Squash,Powdery Mildew,False,11
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Apple___Apple_scab\67f122a8-fb8f-4b8c-bd45-3cf11db238b8___FREC_Scab 3140.JPG,Apple___Apple_scab,0,Apple,Apple Scab,False,0
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Late_blight\830c33b8-d419-4fb7-98f8-08387e726648___GHLB_PS Leaf 1.5 Day 16.jpg,Tomato___Late_blight,30,Tomato,Late Blight,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Spider_mites Two-spotted_spider_mite\85b0921b-3d9a-4578-a389-6e498eba2aa3___Com.G_SpM_FL 8769.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33,Tomato,Spider Mites Two-Spotted Spider Mite,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Tomato_mosaic_virus\23987cfe-9866-46ce-b4ec-49ad82ede267___PSU_CG 2224.JPG,Tomato___Tomato_mosaic_virus,36,Tomato,Tomato Mosaic Virus,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Potato___Early_blight\dc2775b9-e62e-4fe5-921f-e1cf5c4e2fe4___RS_Early.B 6942.JPG,Potato___Early_blight,20,Potato,Early Blight,False,8
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Peach___healthy\aedd3442-b50a-4df3-aed3-dbcfd371f925___Rutg._HL 3550.JPG,Peach___healthy,17,Peach,Healthy,True,6
"D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Pepper,_bell___Bacterial_spot\884c2da1-3b43-46aa-85bb-0f72ed25c266___JR_B.Spot 8906.JPG","Pepper,_bell___Bacterial_spot",18,"Pepper, Bell",Bacterial Spot,False,7
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Strawberry___Leaf_scorch\516b081c-77ec-40bc-a6c1-0a1c18a353e2___RS_L.Scorch 1292.JPG,Strawberry___Leaf_scorch,26,Strawberry,Leaf Scorch,False,12
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Grape___Esca_(Black_Measles)\0ac7f7a3-2748-4f58-ae8d-426cdc5113f4___FAM_B.Msls 4432.JPG,Grape___Esca_(Black_Measles),12,Grape,Esca (Black Measles),False,4
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\5180874e-8e5d-4767-9598-134ac0f56747___UF.GRC_YLCV_Lab 02992.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35,Tomato,Tomato Yellow Leaf Curl Virus,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Early_blight\809042e0-7587-4a45-93e8-e166c07a55ec___RS_Erly.B 7692.JPG,Tomato___Early_blight,29,Tomato,Early Blight,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Tomato_mosaic_virus\59fd6a1e-ee07-415b-a588-50f110301021___PSU_CG 2088.JPG,Tomato___Tomato_mosaic_virus,36,Tomato,Tomato Mosaic Virus,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Apple___Black_rot\85e5214e-2998-49c7-bdb9-ee8122387704___JR_FrgE.S 8691.JPG,Apple___Black_rot,1,Apple,Black Rot,False,0
"D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Pepper,_bell___healthy\32f0cd4f-3786-4fc6-84e0-4ffb72e96741___JR_HL 8155.JPG","Pepper,_bell___healthy",19,"Pepper, Bell",Healthy,True,7
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Blueberry___healthy\c1b1625c-bb97-4a74-87a1-9528a90e2ed1___RS_HL 0636.JPG,Blueberry___healthy,4,Blueberry,Healthy,True,1
